hate	hate	This is ARKANSAS they have no right to smell up my place with their chinese restaurant BO ~ ▲ RESTORE ORDER ▲ ~
noHate	noHate	If anyone can tell what happened on this lake ?
hate	hate	Its disgusting they these foreigners come over here , stamp their feet and jump above good Irish families and get what they want .
noHate	noHate	YouTube - Teacher Attacked for Being White 9 year old attacks white teacher , explicitly `` because she was white . ''
hate	noHate	They do not want all of us to find out how she was raped and tortured .
noHate	noHate	Hey, I 'm looking to meet new people maybe find myself a nice white boy .
hate	hate	Thanks to the imported filth that , like our land under its current occupation .
hate	hate	About the Chinese , those who remain in their own country are good , those who become illegal immigrants in white nations are bad .
noHate	noHate	American Media appears to have a blackout on these developments .
hate	hate	That or it might be that Blacks have smaller brains and an IQ 15-30 points lower than that of White people on average .
noHate	noHate	Apparently young kids pick languages up very quickly .
noHate	noHate	We just do n't like what we see .
noHate	hate	I 've always considered teaching as one of the professions I would like to get into , but not in a neighbourhood like that ... never. kids like that disgust me .
noHate	noHate	2508
noHate	hate	It 's just the way they are .
hate	noHate	i do this and the looks i get out of disgust are regular but i happily carry on walking and laugh them off , they think showing me a few pictures of negro kids on a poster without a burger is going to make me want to give money to them ?
hate	hate	The islamic disease is even more dangerous than the more obvious black or yellow disease .
hate	noHate	They almost always choose to identify with blacks more than whites .
hate	noHate	Amen brother ..... you did say it like you been there ... they talk crap and if you show fear they 'll be on ya fast .
hate	hate	Indeed, now they just need to feed themselves , educate themselves , police themselves ad nauseum ......
hate	hate	The kind of savagery against females that has become expected from negroids in todays society ...
noHate	noHate	Seems none of these pinheads wanted to get dirty .
noHate	hate	He got what he deserved .
noHate	noHate	This is my next read .
hate	hate	Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .
noHate	noHate	I have to say I was shocked when he said the kids at his ( Junior ) school spoke 31 different languages and teachers have had to devise a system of hand signals to communicate !
hate	hate	how the hell are they going to integrate into Irish society ? They come from a dirt poor medieval country and have spent the last 3 years living in a refugee camp.what skills are they going to bring here ?
hate	hate	These feral negroes stalk white women , rape and kill and , no one seems willing to stop them .
noHate	noHate	Thank you brother .
hate	hate	Hopefully they will get deportation orders and be on the next flight back to Cairo .
noHate	noHate	I can get a ride to see you some time this summer if that is cool i need to get up with someone in NJ as it is his name is HAL i have talk to him but i want to meet him so when i go to see him I can stop to see you if that is ok
noHate	noHate	An even smaller pellet is probably ideal , #4 Buck , perhaps .
noHate	hate	Hell to have a teacher like this .
noHate	noHate	I've got two knife blocks on the counter .
noHate	noHate	Perhaps people will take you more seriously if you do n't make as many grammar errors and using repulsive language .
hate	noHate	It has everything to do with RACE .
hate	hate	I just wanted to say hello to The Jew is Evil .
noHate	noHate	The school did not cause my much trouble because it was elementary school .
noHate	hate	Negroids could n't put together a bake sale properly much less a work force .
hate	noHate	I mean they intentionally chose this house knowing there were white people living there .
hate	hate	The jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey , the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more .. But Whites becoming a minority in Europe the homeland is a much more serious issue that concerns me greatly .
hate	hate	Just let Shaniqua leave her kids home to burn the house down while she goes to da club .
noHate	noHate	I lived in texas when i was younger , i know how tough some things can get . `` rasslin animals '' is half the fun
hate	hate	Just watch them at North America and they like all black sport players and their `` slang '' .
hate	noHate	But get the eyes wide open and lets rock attitude ... most will back off and go away ..... been there with ya !
hate	noHate	I want to have 3 children ! 2 girls and 1 boy but the hardest part now is i got to try and find someone to make them with , but so far no luck
noHate	hate	So you would refuse even other Nordic whites fleeing the brown chaos in the south ?
hate	noHate	If they have some marches and what not about showing pride in their culture you guys should go out and do the same If you could try and contact people you know in different cities and see if their willing to do the same .
hate	hate	No doubt they 'll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam 's too .
hate	hate	The only Mexican in town has since moved out and kids can now leave their bicycles in the yard without fear .
hate	hate	LOL GJ brother 10 points for the Uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man
hate	noHate	What does any of that have to do with racial preservation and the resistance to the deliberate and calculated extermination of the White race and the destruction of western civilization which 99 % of the members of this site are concerned with ?
hate	hate	Although many have asked us to put it aside in politics , this thread is for all those who see where HATE FITS IN and why WE NEED THE HATE WAVE TO CONTINUE .
hate	hate	I know how you feel BreakTheSilence luckily this is your last year in school and it is almost over otherwise I would say you should look into independent study where you do not have to put up with all the filth that is in the public education system .
noHate	noHate	My father was born in Germany My mother 's parent 's moved from Ireland .
hate	hate	God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .
noHate	noHate	Maybe you 'll find it useful .
hate	hate	agreed, there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs !
noHate	noHate	Or make something in the internet against thi injustice some times is hit a global repercussion and can help this .
hate	hate	Thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will see the Jews for what they really are .
noHate	noHate	Thanks for coming
hate	noHate	The white churches ' billboards look like lunch break at the UN .
noHate	hate	I seriously hope she dies in a fire one day .
hate	noHate	If you are not registered I think that maybe you will not be able to see this .
hate	hate	Stop showing off South Asian functional illiteracy .
hate	noHate	No I do n't support Nordic Superiority , but I have no problem with Nordic people who want a pure Nordic race to exist .
hate	hate	All of our tim hortons are staffed by those nast filipinos and every single town is full of Indians and asians .
hate	hate	God bless them all , to hell with the blacks .
noHate	noHate	Should the guy who sang cop killer also have a trial , because he tragted a minority , cops .
hate	noHate	It seems that what they are trying to say is that if you are white you are in the wrong place at the wrong time anywhere in the World .
hate	hate	Miami,( I do n't know how Don can stand living down there ) Hispanic - 279,456 ( 70.0 % ) Black alone - 64,993 ( 16.3 % ) White alone - 47,622 ( 11.9 % ) Asian alone - 3,649 ( 0.9 % ) Two or more races - 2,642 ( 0.7 % ) Other race alone - 676 ( 0.2 % ) American Indian alone - 361 ( 0.09 % ) Native Hawaiian and Other Pacific Islander alone - 58 ( 0.01 % ) Read more : Miami , Florida ( FL ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news , sex offenders
noHate	noHate	It almost reads like something out of a science fiction novel .
noHate	noHate	Ten to one they have a great father , too .
hate	noHate	nobody said I like him and I dont see the reason to like him to be honest WE HAVE ENOUGH CULTURAL HERITAGE FOR HUNDREDS OF GENERATIONS WE SHOULD BE PROUD OF WHAT WE DID NOT OF WHAT SOME AUSTRIAN DID !!!
hate	hate	I reported some time ago that negroes will even strip the bricks off your home while you are away at work .
hate	noHate	Next time you see someone with their pants falling down , just help them !
noHate	noHate	It is always nice to meet another person with roots in Kansas .
hate	hate	It's people like this that are the face that represents the filth of Islam .
hate	hate	There is nothing I would love to see more than the arrest , trial and execution of these murderous and genocidal Zionists !
noHate	noHate	A pile of burned offerings .
noHate	noHate	To me and the rest of my commrades on this wonderfull White Day !!! I hope you have loads of fun and be safe !!!!
hate	hate	Well Marco is a German patriot and musician who , in the sick minds of ZOG , committed the heinious crime of producing music for a local school .
hate	hate	He's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) .
noHate	hate	They probably stole a bunch of stuff .
hate	hate	But as for them adopting kids , the answer is NO .
hate	noHate	Or just stay the hell away from cheap , crap ar15s when you can get a damn reliable plinker for $ 700 brand new ......
noHate	noHate	Here's an example of red violence against patriotic St George 's Day marchers and a red site encouraging even more of it the next year . Stop the March for England 2013 ( from Rough Music ) | Brighton Anti-fascists
hate	hate	Sometimes I wonder if it is Because Whites are so much smarter that they find it harder to run together , as opposed to , independently .
hate	hate	If Canada was small the nonwhites would be everywhere but so many whites live rurally or in small towns so they do n't see the racial disaster unfolding on Canada .
noHate	noHate	it is better with a shaved head.A friend of mine was beaten really bad a year ago because they could have pulled him by his hair .
hate	hate	somebody``hcf''calledputin``ahero''!lololol!This``hero''finallytransformedformersovietjewnion in ``russian''judea!In this misery-torn country-are there-70 officially billionaries , tens f thousands millionaries , and tens of millions of poor and miserable who look for their pittance at the garbage places !
noHate	noHate	http://www.amv3.com/forum/viewtopic.php ? p = 5542#5542
noHate	noHate	And hey , we have not talked about women 's mitochondriat at all ?
noHate	noHate	Aragorn
noHate	noHate	Just Google it and you 'll see what I mean .
hate	hate	I've often pointed out that negroes are more stupid than I can even imagine if they actually think they 're gonna win any race war .
hate	hate	Its simple , they want to create white guilt , .
hate	hate	The only thing that they care about is welfare and mooching of all the rest of us .
noHate	noHate	Had a run in with a JAP tonight .
hate	noHate	They have properly learnt their Zionist lesson ...
hate	hate	And theres a good chance these children will end up race mixing back into the white gene pool , mongrelizing our race .
noHate	noHate	Yes, have you seen the Pancrase tornouments in Japan ?
hate	hate	God, it is sickening to see these young lives taken by feral negroes .
hate	hate	Africans are tall , thin and lanky and pretty ugly beasts . ... and I 'm just being kind .
hate	hate	the white race will soon be on the brink of being a minority in a few years if nothing is done to stop these vile hordes invading our lands , I for one do not want to live in a city like Bradford or Birmingham where we are outnumbered 2 to 1 or worse
noHate	noHate	I do n't go line dancing but I listen to country and want to live on a ranch or farm
hate	hate	If we do n't act soon they will bread us out .
noHate	hate	I noticed a lot of fat little white girls with monkey boyfriends .
hate	noHate	I tried to sign up there once & they refused to activate my account .
noHate	noHate	Agreed! rep will have to wait though .. Cheap money , massive bailouts of crony banksters , manipulated employment figures , etc , etc , ..
hate	hate	I'm sure the negro had it coming .
hate	noHate	The above poster is correct when we stop supporting then they 're in terrible danger .
hate	hate	Its a disgrace my sister has been on the waiting list for 6 years and their giving away houses to these scumbags
noHate	hate	Pathological killers , they are .
hate	noHate	I'm more of a grappler than a striker , I would lunge out with a windpipe grab and bring them down to the floor .... my record for KO' ing someone with a choke is currently 3 secs
noHate	noHate	I have a dominant personality and I look for the same thing in girls .
hate	hate	The Jewish race is without any doubt the greatest threat to the survival of the White race .
hate	hate	I do n't blame you , all the yucky nonwhite DNA pawing your food as they pass it over the UPC scanner , disgusting .
noHate	noHate	Border fence , what border fence ?
noHate	noHate	If her eyes linger ................................... she 's yours .
noHate	noHate	It 's where I discovered so many great people who are fighting for our cause .
noHate	noHate	I 'll post as much as I can , but I 'm more of a BNP supporter than an expert .
hate	noHate	The people running SA into the ground , want to wipe them all out .
noHate	noHate	2-Year-Old Dies Of Rape , Mammy 's Boonfren ' Charged - NNN Reporters Newsroom Forum Dekalb 2-Year-Old Dead ; Caregiver Charged Police Say Child Was Abused POSTED : 10 : 41 pm EDT October 2 , 2010 UPDATED : 11 : 51 pm EDT October 3 , 2010 Dekalb 2-Year-Old Dead ; Caregiver Charged - DeKalb County Headlines News Story - WGCL Atlanta
hate	hate	Living in a boarder state , Texas , the problems of illegal aliens is , naturally , a stark reality , and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .
hate	hate	Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines YouTube - Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines Listen/watch the full interview @ Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines : Free Download & Streaming : Internet Archive www.DrDay.com www.GoodNewsAboutGod.com
hate	hate	So according to your logic since blacks have been in N.America for hundreds of yrs they should be allowed to stay ? and yes whites should leave africa .
noHate	noHate	Servents/maids , workers of some type ?
noHate	noHate	Idiotic.
noHate	hate	Piece of * * * * deserves to be shot .
noHate	noHate	Seriously Guys , It 's An Indian Symbol For Good Fortune - People Of Walmart : People Of Walmart
noHate	hate	Good luck with your bugchasing , homo . . .
noHate	hate	We have two things wrong here , Mexcicans in a White homeland and a Pizza company sending a female in harms way .
hate	hate	When I look at the Zimbawee 's Mugabe , I think `` Ape '' or `` Gorilla '' .
noHate	hate	I 'm sure I would have done great in public school if the Mexican gang members stopped kicking my * * * long enough for me to get my homework done ...
noHate	noHate	She was tortured and mutilated .
hate	hate	Interesting article about what to do with these evil persons who keep telling the truth and who don ´ t want to surrender ( in Danish )
noHate	noHate	I have decided to take this debate to pm .
noHate	noHate	Chicago Teachers Union president explains how to inject politics into math - YouTube Chicago Teachers Union president Karen Lewis explains how to politicize school math for organizing - EAGnews.org powered by Education Action Group Foundation , Inc.
noHate	noHate	Only the crazy ones stay .
hate	hate	Its about time we as a nation take matters into our own hands , over throw the government stop the white genocide deport all immigrants and establish a government to help indigenous white Britons rebuild this country .
hate	hate	The media wants to bury the story because they care more about homo killers not getting their sick fetish for young boys fufilled .
noHate	hate	They are beating each other to death everywhere , just look what they do to each other in Africa .
noHate	noHate	It offers certificates of completion for many courses .
noHate	noHate	Great link .
hate	hate	Why do n't White Europeans and Americans grow a set of balls , and deport these Black and brown animals from their countries ?
noHate	noHate	Its time for the return of Mosley 's blackshirts .
noHate	hate	Jews have been poisoning wells since Biblical times .
noHate	noHate	haha; im a 19 y.o white male from newcastle area - but im moving back to sydney very soon ( west sydney im afraid lol )
noHate	noHate	Whether or not one chooses to eat meat is a very personal decision .
hate	noHate	I do get my Theirs , theres and they 're , mixed up sometimes but i was educated under Labours rule so i cant be completly to blame .
noHate	noHate	- = Wulfi = -
hate	noHate	We are cooking a duck on the rotisserie , catch the fat drippings and cook little potatoes in that , its delicious , we 're also cooking a small turkey , mashed potatoes , carrots , pumpkin pie and butternut squash cut in half and baked with butter and brown sugar .
noHate	noHate	Absolutely.
noHate	hate	Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence
noHate	noHate	It 's more fun that way , too .
hate	hate	It's weird most Indians dot and to an extent feather that I deal with hate blacks more than they do whites and find blacks to be lazy and worthless .
noHate	hate	some times Whites are forced to live around a lot of blacks .
noHate	hate	I always thought it would be cool if somebody covertly set off a nuke in Kashmir , and then we all could sit back and watch as the Paki 's and Indians nuke the scheiss out of each other .
hate	hate	I'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .
noHate	hate	This guy seems to get it but otherwise : Sorry jigs , you 're on your own
noHate	noHate	Please stop this nonsense all of you !
noHate	noHate	I 've seen shots with a .45 , where people walked around angry .
noHate	noHate	I live in a suburban area with an old spring fed lake that always has water in it .
noHate	noHate	My buddy 's boat is anchored beside it .
hate	hate	you just say blacks hate the cold. the only reason they are good athletes is because when you have to run lions and tigers you get fast or eaten .
noHate	hate	These ' niggas ' .
hate	hate	Americans and Irish understand each other better than Spaniards and the beaners .. the US and Ireland are the 1st world so they are educated unlike the beaners .
noHate	hate	I considered it being `` ethnically cleansed '' from my childhood home
noHate	hate	Blacks hate whites .
noHate	noHate	It was probably written by a 15 year old .
noHate	noHate	Everything is machined to well today mlst stuff is plug and play .
noHate	noHate	www.sjca.edu St. John 's College , Santa Fe , N.M.
hate	noHate	Of course the county is lovely , in facts its gods country in our book BUT the cities are rat infested with enrichers , just how the country is isnt it .
noHate	noHate	you gotta stand up for yourself you cant just sit back and take their * * * * but on the other hand you cant go out looking for it either but if it comes down to a fight dont back down
hate	hate	Back when I was a kid , even the black folks called them that .... `` Ooohhh I' z cai n't wait until Crimusz , I' z gonna get me sum of dem niggah-toes and oranguz fo ' Crimusz , an ' sum peppahmintz ; dey shoa iz gud ! ''
noHate	noHate	At the resturant , the Pres. of Hamms orders a Hamms , the Pres. of Schlitz orders a Schlitz , the Pres. of Budweiser orders a Bud , and the Pres. of Guiness orders a cup of tea .
hate	hate	Laugh it up ape cause without yt to protect your race Asians will probably do the world a favour and wipe your kind from the face of the Earth .
hate	hate	Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .
noHate	noHate	I hear that McDonalds is coming to their aid .
hate	hate	I heard about it is it about that white guy that killed that race traitor slut and her nig nog boyfriend ?
hate	hate	An Irish prison is like a luxury hotel where they come and thats even if they get sent to prison and thats if they get do n't flee the country and thats if they get caught doing the crime ... so crime does pay in Ireland .
noHate	hate	Back to where ya came from !
hate	hate	This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events .... a much better target ..... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper `` as their poster for their last event .
noHate	noHate	I've tried to meet for coffee with a few people but everybody is really spread out , it 's tough to find the time to go out and meet like minded people .
hate	noHate	I was sure that they were lying about the numbers and it 's must be the same in every country IMO .
hate	noHate	We say here that if we want to be lied to just watch the news !
noHate	noHate	Now i just dont know what to do or think anymore .
noHate	noHate	Sardines and anchovies , for example , are basically 100 % safe .
hate	hate	ZOG is getting rid of every White-dominated area in the world .
hate	hate	We need to deport all nonwhites immediately , that or stop letting more in and sterilize the ones here , that will fix the problem .
hate	hate	Only a f' n jew would have the nerve to hide away in a black country , a fugitive from US law , while making campaign promises at the same time as suing the company he defrauded .
hate	noHate	These people who want foreign aid increased are the same people who walk past irish people living rough on the streets and they do n't care about the old people who the government ignores .
hate	hate	Lay her off and cart her back to India where she can poop in the Ganges river next to her dead grand parents .
hate	hate	In the eyes of the Jew and the libtard there is a race problem and the problem is us !
noHate	noHate	Richland County deputies say Cason killed his estranged wife , 38-year-old Letitia Cason , at an apartment on Smallwood Road in Northeast Richland County Deputies : Murder Suspect Shoots at Officers , is Taken Into Custody wltx.com | Columbia , SC News , Weather and Sports |
hate	hate	I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy !
noHate	noHate	But millions can believe a lie for centuries upon centuries , especially when you make investigating the story a crime .
noHate	hate	Ethnic crime never ends it seems .
noHate	noHate	But it does have a feminine sound .
noHate	noHate	I am going to try and update my site soon , I did however add a chat room .
noHate	noHate	You are joining a unit that is famous for its great spirit and effectiveness at awakening our kinsmen .
hate	hate	Why would they let blacks live ?
hate	noHate	Hey, do you think we are going to get into a fight between European countries about who all are going to get those Guantanamo prisoners ?
hate	hate	They will eventually kill off the whites and go back to the jungle ways .
hate	hate	Exactly, they want us to lay down and die .
hate	hate	Explain how liberals are liars and anti-White and tell her about crime statistics .
noHate	noHate	Has anyone claiming this method been able to make even one block like that with wedges water and copper tools ?
noHate	noHate	Its got to be a quote from someone .
noHate	hate	Dude stink bomb this event , when it gets dark , chuck a bunch of them on the floor , different spots , when the chimps start jiving and grooving , they will step on them .
hate	hate	why did god give negroes good rhythm ?? because he messed up their lips , hair , nose and skin so yes they are ugly !!!!!!!!!!!!!!
hate	hate	I'm heading down to DC to put a sign on the White House gates that will read : ' No savage negro BEASTS in the White House ! '
noHate	noHate	This is my next read .
hate	hate	The chairman of the FA is one David Bernstein and , yes , he is a member of a certain tribe that delight in bringing diversity and the benefits of multi-culturalism and ' anti-racism ' , along with boatloads of third-worlders to Britain .
noHate	noHate	hey whats up i 'm new on here and i would like to have someone to talk to so hit me back for whatever
hate	hate	They need the white male distracted as much as possible and of course the glorification of the groid ; two birds one stone .
hate	hate	In all likelyhood , it 's jews painting the road of skank for her to follow .
hate	hate	Even if they do stop pouring in most of those that are here have no intention of going back to poland .
hate	hate	And now this clip suggests they were suffering by having to live among heartless and barbarian Whites .
noHate	noHate	What did those poor monkeys ever do to you ?
noHate	hate	As a nation , we are in desperate need for an immigration time out and a zero tolerance policy for those here illegally .
hate	hate	I would like to say and I can proudly say that there are no jews in Iceland , those that tried to get here were all sent back to Germany ...
noHate	noHate	The ability to run really quietly and lots of chloroform .
noHate	noHate	A 750 lb boat with a 280 hp motor .
hate	hate	Then we will see who is afraid to leave thier homes after dark or venture into the wrong ' hood .
noHate	noHate	My favorite part : And still he ca n't see the truth right in front of his face .
hate	hate	When I was last time in South Africa , we went to Sun City and saw little black monkey children swimming , funniest thing was watching drying water off their faces , it looks exactly like baboon or something , way they do it , whites have certain mannerisms with doing things , they have completely ape-like ones .
hate	hate	All you need is to cut off it 's head and the rest of the problems will crumble away with ease
hate	hate	DuetschGirlTX, No I live in a tiny ass town where i am only one of 100 white folks ( maybe less ) . near San Antonio. there are so many dirts around and they all stick together. so when it comes to a White Girl in this town i gotta have my own back ALWAYS Is that where you are ?
noHate	noHate	Please let me know if there is anything I can do .
noHate	noHate	Was n't Bill Clinton the first `` black '' president ?
hate	hate	Hopefully they will leave YT alone and just deal with the Nigerians when they start chimping out in the streets .
noHate	noHate	damn! at least that sounds more plausable than a stupid sea. maybe look on ebay ??? are u sure there is none left ???
noHate	hate	You Anglo-Americans are all welcome to England if you can perform the ' small ' task of riding London of it 's ethnics !
noHate	noHate	I would love a house .
noHate	hate	Maybe God was punishing them for their interracial marriage .
noHate	noHate	Now I get it !
noHate	noHate	No .
hate	hate	I am not going to be beat down by a dyke , fag , or coon .
hate	hate	There are so many race mixing ads on TV that it gets overwhelming .
noHate	hate	On a short holiday , Go back and do something about your own country and stop putting crap on our doorstep !
hate	hate	By their words and deeds , they declare themselves to be staunchly in favor of the genocide of our people .
hate	hate	Israel arrests him i bet Lentin and co are very happy.All students looking in see what scum the Jews are.Details here www.normanfinkelstein.com
noHate	noHate	If you come down n ' around Sacramento California area send me a message .
hate	noHate	now that ye mention it he does look a bit like this traveller i knew. i wonder if we gave him a wash would he really be a white guy with red hair ?
noHate	noHate	Any bother u go on lock down no one gets out the cells so its not that bad prison is 24 hour boredom ..
hate	hate	The problems start when you start to accommonadate these people in the first place ! , give an inch and they 'll take a mile ......
noHate	noHate	Ya got a virgin shooter .
noHate	hate	I got sloppy seconds after some Muslims used this girl .
noHate	hate	To me it means that Jewish supremacists will never again allow Whites to have a say .
